,k,p,class,is_adversarial
608,61.0,0.43178683519363403,547.0,0.0
609,94.0,0.23484750092029572,483.0,0.0
610,11.0,0.03579552099108696,831.0,0.0
611,137.0,0.10485708713531494,1.0,0.0
612,14.0,0.07712190598249435,516.0,0.0
613,35.0,0.4349149465560913,655.0,0.0
614,16.0,0.061568547040224075,701.0,0.0
615,84.0,0.1951085776090622,820.0,0.0
616,103.0,0.2355307936668396,857.0,0.0
617,6.0,0.27330100536346436,556.0,0.0
618,32.0,0.5257243514060974,870.0,0.0
619,9.0,0.05302300676703453,148.0,0.0
620,98.0,0.26837533712387085,123.0,0.0
621,56.0,0.4187259078025818,308.0,0.0
622,12.0,0.10820788890123367,803.0,0.0
623,36.0,0.12861742079257965,562.0,0.0
624,31.0,0.29479050636291504,841.0,0.0
625,77.0,0.16405847668647766,411.0,0.0
626,16.0,0.22225196659564972,856.0,0.0
627,53.0,0.12259812653064728,498.0,0.0
628,17.0,0.07913944870233536,712.0,0.0
629,17.0,0.29124584794044495,604.0,0.0
630,28.0,0.09964514523744583,893.0,0.0
631,65.0,0.04506472498178482,143.0,0.0
632,5.0,0.1373291164636612,906.0,0.0
633,33.0,0.22086520493030548,980.0,0.0
634,24.0,0.06587550789117813,978.0,0.0
635,77.0,0.08455290645360947,669.0,0.0
636,13.0,0.05841869115829468,279.0,0.0
637,92.0,0.28839820623397827,508.0,0.0
638,11.0,0.040266647934913635,977.0,0.0
639,22.0,0.0730690211057663,344.0,0.0
640,16.0,0.223178893327713,753.0,0.0
641,35.0,0.09259391576051712,889.0,0.0
642,6.0,0.18051539361476898,708.0,0.0
643,47.0,0.2220771163702011,921.0,0.0
644,47.0,0.1319124847650528,331.0,0.0
645,34.0,0.2286771833896637,977.0,0.0
646,57.0,0.11681322008371353,799.0,0.0
647,29.0,0.31171995401382446,631.0,0.0
648,74.0,0.4661266803741455,46.0,0.0
649,27.0,0.09820955991744995,85.0,0.0
650,36.0,0.10676904022693634,32.0,0.0
651,70.0,0.1796427220106125,419.0,0.0
652,20.0,0.21652111411094666,320.0,0.0
653,10.0,0.09139774739742279,680.0,0.0
654,23.0,0.4264296889305115,318.0,0.0
655,22.0,0.1312105506658554,884.0,0.0
656,84.0,0.3817638158798218,348.0,0.0
657,31.0,0.31431275606155396,603.0,0.0
658,14.0,0.09056013077497482,478.0,0.0
659,26.0,0.22824884951114655,627.0,0.0
660,7.0,0.18823111057281494,258.0,0.0
661,32.0,0.12004789710044861,525.0,0.0
662,52.0,0.44271203875541687,500.0,0.0
663,94.0,0.18059177696704865,386.0,0.0
664,33.0,0.5223541855812073,346.0,0.0
665,19.0,0.3745986521244049,675.0,0.0
666,17.0,0.1065710186958313,884.0,0.0
667,16.0,0.13870833814144135,971.0,0.0
668,28.0,0.08377914130687714,351.0,0.0
669,68.0,0.4263019561767578,656.0,0.0
670,22.0,0.409593403339386,728.0,0.0
671,8.0,0.3097607493400574,680.0,0.0
672,192.0,0.24130502343177795,975.0,0.0
673,23.0,0.6383985280990601,627.0,0.0
674,34.0,0.4015157222747803,675.0,0.0
675,43.0,0.506861686706543,661.0,0.0
676,131.0,0.07150984555482864,977.0,0.0
677,15.0,0.05639836937189102,556.0,0.0
678,26.0,0.05896740034222603,701.0,0.0
679,34.0,0.34119001030921936,47.0,0.0
680,33.0,0.11753366142511368,829.0,0.0
681,37.0,0.2364802211523056,743.0,0.0
682,11.0,0.05728864669799805,936.0,0.0
683,6.0,0.26997795701026917,714.0,0.0
684,25.0,0.04965773597359657,380.0,0.0
685,10.0,0.17874029278755188,615.0,0.0
686,37.0,0.43807509541511536,819.0,0.0
687,25.0,0.0641571581363678,904.0,0.0
688,46.0,0.31813472509384155,743.0,0.0
689,15.0,0.19460421800613403,407.0,0.0
690,19.0,0.2167707234621048,751.0,0.0
691,40.0,0.11599243432283401,972.0,0.0
692,37.0,0.31091055274009705,478.0,0.0
693,9.0,0.06778663396835327,708.0,0.0
694,50.0,0.16273173689842224,610.0,0.0
695,29.0,0.20936349034309387,904.0,0.0
696,211.0,0.337135910987854,946.0,0.0
697,14.0,0.06588450074195862,651.0,0.0
698,101.0,0.11577297747135162,314.0,0.0
699,80.0,0.44278761744499207,49.0,0.0
700,84.0,0.08389273285865784,418.0,0.0
701,103.0,0.27866673469543457,978.0,0.0
702,13.0,0.10714015364646912,438.0,0.0
703,15.0,0.16374337673187256,438.0,0.0
704,52.0,0.446395605802536,705.0,0.0
705,15.0,0.10819051414728165,651.0,0.0
706,9.0,0.2682671844959259,708.0,0.0
707,56.0,0.5111498236656189,586.0,0.0
708,94.0,0.451416939496994,809.0,0.0
709,185.0,0.1544446051120758,735.0,0.0
710,66.0,0.08523016422986984,968.0,0.0
711,9.0,0.10344424843788147,701.0,0.0
712,18.0,0.4389835596084595,663.0,0.0
713,52.0,0.1236264556646347,619.0,0.0
714,34.0,0.26662737131118774,103.0,0.0
715,43.0,0.08029477298259735,580.0,0.0
716,36.0,0.406491756439209,755.0,0.0
717,22.0,0.2568751871585846,444.0,0.0
718,32.0,0.12585033476352692,789.0,0.0
719,63.0,0.23164699971675873,549.0,0.0
720,19.0,0.0980171337723732,70.0,0.0
721,7.0,0.0639256089925766,556.0,0.0
722,19.0,0.15240545570850372,465.0,0.0
723,97.0,0.25863274931907654,852.0,0.0
724,37.0,0.24035155773162842,897.0,0.0
725,69.0,0.2930877208709717,790.0,0.0
726,224.0,0.13561922311782837,860.0,0.0
727,21.0,0.08038514852523804,33.0,0.0
728,15.0,0.05601193383336067,80.0,0.0
729,11.0,0.04444511979818344,610.0,0.0
730,36.0,0.15957912802696228,111.0,0.0
731,12.0,0.05548064783215523,901.0,0.0
732,49.0,0.1310301274061203,904.0,0.0
733,20.0,0.2425478845834732,495.0,0.0
734,99.0,0.23665764927864075,908.0,0.0
735,29.0,0.11908970028162003,892.0,0.0
736,8.0,0.08118017017841339,405.0,0.0
737,47.0,0.21690593659877777,883.0,0.0
738,8.0,0.10656828433275223,912.0,0.0
739,5.0,0.05819770693778992,623.0,0.0
740,18.0,0.08064893633127213,466.0,0.0
741,12.0,0.3103179335594177,798.0,0.0
742,8.0,0.3633139431476593,78.0,0.0
743,11.0,0.4645039737224579,591.0,0.0
744,15.0,0.11770017445087433,272.0,0.0
745,30.0,0.3222108781337738,680.0,0.0
746,47.0,0.29602545499801636,970.0,0.0
747,136.0,0.10359411686658859,573.0,0.0
748,55.0,0.07294785231351852,434.0,0.0
749,14.0,0.2233208417892456,539.0,0.0
750,37.0,0.07050639390945435,129.0,0.0
751,126.0,0.12966002523899078,989.0,0.0
752,39.0,0.2524532079696655,406.0,0.0
753,14.0,0.16862493753433228,904.0,0.0
754,75.0,0.11872880160808563,208.0,0.0
755,11.0,0.46143531799316406,668.0,0.0
756,32.0,0.1815759837627411,942.0,0.0
757,66.0,0.5414378643035889,334.0,0.0
758,11.0,0.3312412202358246,112.0,0.0
759,66.0,0.41780951619148254,767.0,0.0
760,121.0,0.09856901317834854,58.0,0.0
761,47.0,0.47986042499542236,717.0,0.0
762,41.0,0.514933168888092,832.0,0.0
763,61.0,0.0932263731956482,896.0,0.0
764,54.0,0.10227712988853455,446.0,0.0
765,19.0,0.20080004632472992,80.0,0.0
766,70.0,0.13465921580791473,634.0,0.0
767,23.0,0.25633352994918823,751.0,0.0
768,20.0,0.266464501619339,36.0,0.0
769,26.0,0.14915704727172852,675.0,0.0
770,28.0,0.0523056834936142,743.0,0.0
771,21.0,0.16092725098133087,1.0,0.0
772,12.0,0.15102270245552063,978.0,0.0
773,18.0,0.4159226417541504,660.0,0.0
774,11.0,0.3039182126522064,904.0,0.0
775,51.0,0.05858699604868889,923.0,0.0
776,47.0,0.0951087474822998,417.0,0.0
777,20.0,0.17259959876537323,435.0,0.0
778,86.0,0.18570753931999207,526.0,0.0
779,41.0,0.3175376355648041,832.0,0.0
780,24.0,0.32915279269218445,134.0,0.0
781,47.0,0.12299051135778427,682.0,0.0
782,39.0,0.07121502608060837,76.0,0.0
783,17.0,0.19565288722515106,867.0,0.0
784,42.0,0.194333016872406,80.0,0.0
785,60.0,0.0881747454404831,722.0,0.0
786,72.0,0.2148248702287674,592.0,0.0
787,32.0,0.12367305904626846,794.0,0.0
788,67.0,0.1601266711950302,761.0,0.0
789,66.0,0.08699898421764374,698.0,0.0
790,11.0,0.29723960161209106,922.0,0.0
791,53.0,0.09264523535966873,33.0,0.0
792,15.0,0.44891059398651123,846.0,0.0
793,86.0,0.2410922795534134,890.0,0.0
794,18.0,0.24100133776664734,728.0,0.0
795,153.0,0.06557581573724747,745.0,0.0
796,8.0,0.45319128036499023,660.0,0.0
797,25.0,0.354600191116333,755.0,0.0
798,75.0,0.27673640847206116,890.0,0.0
799,19.0,0.13312393426895142,975.0,0.0
800,24.0,0.0852351263165474,700.0,0.0
801,19.0,0.27328571677207947,517.0,0.0
802,14.0,0.09832357615232468,540.0,0.0
803,26.0,0.13048173487186432,867.0,0.0
804,210.0,0.0950663685798645,910.0,0.0
805,24.0,0.11754876375198364,895.0,0.0
806,26.0,0.29286742210388184,438.0,0.0
807,68.0,0.3462744653224945,731.0,0.0
808,19.0,0.171462744474411,312.0,0.0
809,25.0,0.2197004109621048,313.0,0.0
810,17.0,0.11103599518537521,660.0,0.0
811,12.0,0.2821323871612549,421.0,0.0
812,6.0,0.3466998040676117,877.0,0.0
813,80.0,0.03412751108407974,522.0,0.0
814,50.0,0.29123392701148987,690.0,0.0
815,115.0,0.058922573924064636,738.0,0.0
816,22.0,0.3826059401035309,651.0,0.0
817,22.0,0.3920828700065613,817.0,0.0
818,79.0,0.49096664786338806,898.0,0.0
819,11.0,0.1966523826122284,556.0,0.0
820,7.0,0.0970977395772934,556.0,0.0
821,122.0,0.13068856298923492,591.0,0.0
822,26.0,0.16117063164710999,510.0,0.0
823,31.0,0.27918750047683716,354.0,0.0
824,15.0,0.14728182554244995,98.0,0.0
825,14.0,0.5510534048080444,812.0,0.0
826,135.0,0.17728480696678162,971.0,0.0
827,30.0,0.3225560486316681,669.0,0.0
828,22.0,0.07778780162334442,831.0,0.0
829,28.0,0.2619674503803253,727.0,0.0
830,16.0,0.18161915242671967,752.0,0.0
831,21.0,0.14861449599266052,867.0,0.0
832,23.0,0.3228019177913666,330.0,0.0
833,15.0,0.5980439186096191,675.0,0.0
834,74.0,0.12358755618333817,801.0,0.0
835,20.0,0.24381232261657715,436.0,0.0
836,57.0,0.16553165018558502,884.0,0.0
837,13.0,0.05933184176683426,803.0,0.0
838,43.0,0.11676067113876343,896.0,0.0
839,14.0,0.043377749621868134,708.0,0.0
840,17.0,0.1090826541185379,450.0,0.0
841,26.0,0.16643114387989044,436.0,0.0
842,27.0,0.18499280512332916,660.0,0.0
843,12.0,0.5860297083854675,407.0,0.0
844,24.0,0.0839911550283432,851.0,0.0
845,59.0,0.3451029062271118,751.0,0.0
846,67.0,0.35561779141426086,58.0,0.0
847,43.0,0.2826938033103943,296.0,0.0
848,11.0,0.1171700656414032,439.0,0.0
849,49.0,0.26421788334846497,498.0,0.0
850,65.0,0.4727458655834198,528.0,0.0
851,71.0,0.16339422762393951,322.0,0.0
852,22.0,0.07391861826181412,829.0,0.0
853,42.0,0.37989845871925354,981.0,0.0
854,21.0,0.026513418182730675,600.0,0.0
855,14.0,0.08052246272563934,556.0,0.0
856,18.0,0.0678672343492508,647.0,0.0
857,57.0,0.1550133228302002,868.0,0.0
858,12.0,0.16179101169109344,446.0,0.0
859,29.0,0.26926901936531067,741.0,0.0
860,13.0,0.09190700203180313,976.0,0.0
861,18.0,0.12340708076953888,628.0,0.0
862,33.0,0.2817898690700531,895.0,0.0
863,29.0,0.34516504406929016,430.0,0.0
864,21.0,0.35122179985046387,547.0,0.0
865,33.0,0.11275187879800797,431.0,0.0
866,50.0,0.13094229996204376,450.0,0.0
867,38.0,0.1561630666255951,669.0,0.0
868,60.0,0.10545101761817932,865.0,0.0
869,20.0,0.04047397896647453,556.0,0.0
870,43.0,0.23737680912017822,126.0,0.0
871,14.0,0.11845015734434128,438.0,0.0
872,48.0,0.13577552139759064,669.0,0.0
873,74.0,0.11952967941761017,819.0,0.0
874,108.0,0.28893086314201355,646.0,0.0
875,78.0,0.13153699040412903,509.0,0.0
876,35.0,0.31912997364997864,815.0,0.0
877,243.0,0.27013006806373596,974.0,0.0
878,106.0,0.1496075540781021,722.0,0.0
879,205.0,0.14661723375320435,975.0,0.0
880,16.0,0.1508079320192337,794.0,0.0
881,15.0,0.14827658236026764,976.0,0.0
882,109.0,0.1881525218486786,972.0,0.0
883,124.0,0.14136338233947754,555.0,0.0
884,34.0,0.06541604548692703,904.0,0.0
885,8.0,0.06573797762393951,712.0,0.0
886,16.0,0.3361409306526184,630.0,0.0
887,27.0,0.08798565715551376,354.0,0.0
888,19.0,0.05115088075399399,232.0,0.0
889,87.0,0.26625609397888184,897.0,0.0
890,26.0,0.12575297057628632,788.0,0.0
891,17.0,0.12697643041610718,29.0,0.0
892,64.0,0.3570701777935028,746.0,0.0
893,14.0,0.09361018985509872,554.0,0.0
894,16.0,0.18643438816070557,1.0,0.0
895,20.0,0.16783833503723145,188.0,0.0
896,72.0,0.20570237934589386,679.0,0.0
897,6.0,0.24498209357261658,126.0,0.0
898,25.0,0.049468472599983215,728.0,0.0
899,75.0,0.1413368135690689,975.0,0.0
900,46.0,0.3328818082809448,628.0,0.0
901,28.0,0.1357724666595459,904.0,0.0
902,59.0,0.08277123421430588,645.0,0.0
903,60.0,0.22183401882648468,101.0,0.0
904,5.0,0.19735494256019592,623.0,0.0
905,30.0,0.271714985370636,119.0,0.0
906,39.0,0.1542760580778122,657.0,0.0
907,10.0,0.1898050606250763,845.0,0.0
908,22.0,0.1135101392865181,812.0,0.0
909,73.0,0.21791447699069977,977.0,0.0
910,18.0,0.3299010992050171,741.0,0.0
911,17.0,0.31945767998695374,126.0,0.0
912,41.0,0.07610736787319183,764.0,0.0
913,25.0,0.17274942994117737,619.0,0.0
914,18.0,0.0709340050816536,669.0,0.0
915,35.0,0.4012461006641388,698.0,0.0
916,108.0,0.17982472479343414,618.0,0.0
917,8.0,0.1410640925168991,556.0,0.0
918,11.0,0.16310793161392212,549.0,0.0
919,64.0,0.35760390758514404,895.0,0.0
920,44.0,0.30385300517082214,33.0,0.0
921,46.0,0.18111750483512878,438.0,0.0
922,52.0,0.247201070189476,925.0,0.0
923,13.0,0.071539007127285,128.0,0.0
924,16.0,0.13550664484500885,29.0,0.0
925,41.0,0.26948240399360657,978.0,0.0
926,35.0,0.19919593632221222,979.0,0.0
927,48.0,0.4911001920700073,988.0,0.0
928,8.0,0.107349693775177,628.0,0.0
929,15.0,0.1130019947886467,190.0,0.0
930,25.0,0.2264108508825302,547.0,0.0
931,79.0,0.13705895841121674,791.0,0.0
932,31.0,0.155948206782341,496.0,0.0
933,15.0,0.4670131504535675,895.0,0.0
934,24.0,0.18788033723831177,554.0,0.0
935,136.0,0.17136406898498535,489.0,0.0
936,15.0,0.420035719871521,586.0,0.0
937,20.0,0.06767822057008743,655.0,0.0
938,7.0,0.2217087596654892,556.0,0.0
939,13.0,0.1000949963927269,626.0,0.0
940,14.0,0.09288383275270462,975.0,0.0
941,60.0,0.07066617906093597,126.0,0.0
942,11.0,0.24565976858139038,974.0,0.0
943,47.0,0.17132465541362762,518.0,0.0
944,23.0,0.10525348782539368,905.0,0.0
945,37.0,0.15661871433258057,861.0,0.0
946,62.0,0.09346625208854675,905.0,0.0
947,16.0,0.2888929545879364,442.0,0.0
948,59.0,0.02302521839737892,794.0,0.0
949,19.0,0.1140078455209732,556.0,0.0
950,66.0,0.24610719084739685,764.0,0.0
951,39.0,0.07800181955099106,862.0,0.0
952,113.0,0.2648124694824219,978.0,0.0
953,18.0,0.8375766277313232,126.0,0.0
954,9.0,0.21539059281349182,901.0,0.0
955,20.0,0.05976809561252594,680.0,0.0
956,19.0,0.05304645001888275,870.0,0.0
957,69.0,0.1546040028333664,58.0,0.0
958,0.0,0.0,0.0,0.0
959,98.0,0.24131055176258087,904.0,0.0
960,55.0,0.11490980535745621,437.0,0.0
961,8.0,0.14413627982139587,716.0,0.0
962,19.0,0.31269270181655884,36.0,0.0
963,24.0,0.08503948152065277,904.0,0.0
964,37.0,0.40405669808387756,698.0,0.0
965,56.0,0.12009208649396896,52.0,0.0
966,49.0,0.38308531045913696,475.0,0.0
967,9.0,0.07604806125164032,669.0,0.0
968,209.0,0.4116416573524475,791.0,0.0
969,54.0,0.3359442949295044,654.0,0.0
970,34.0,0.3854246139526367,647.0,0.0
971,35.0,0.1967955380678177,698.0,0.0
972,32.0,0.4049922227859497,405.0,0.0
973,0.0,0.0,0.0,0.0
974,0.0,0.0,0.0,0.0
975,0.0,0.0,0.0,0.0
976,0.0,0.0,0.0,0.0
977,0.0,0.0,0.0,0.0
978,0.0,0.0,0.0,0.0
979,0.0,0.0,0.0,0.0
980,0.0,0.0,0.0,0.0
981,0.0,0.0,0.0,0.0
982,0.0,0.0,0.0,0.0
983,0.0,0.0,0.0,0.0
984,0.0,0.0,0.0,0.0
985,0.0,0.0,0.0,0.0
986,0.0,0.0,0.0,0.0
987,0.0,0.0,0.0,0.0
988,0.0,0.0,0.0,0.0
989,0.0,0.0,0.0,0.0
990,0.0,0.0,0.0,0.0
991,0.0,0.0,0.0,0.0
992,0.0,0.0,0.0,0.0
993,0.0,0.0,0.0,0.0
994,0.0,0.0,0.0,0.0
995,0.0,0.0,0.0,0.0
996,0.0,0.0,0.0,0.0
997,0.0,0.0,0.0,0.0
998,0.0,0.0,0.0,0.0
999,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0
1001,0.0,0.0,0.0,0.0
1002,0.0,0.0,0.0,0.0
1003,0.0,0.0,0.0,0.0
1004,0.0,0.0,0.0,0.0
1005,0.0,0.0,0.0,0.0
1006,0.0,0.0,0.0,0.0
1007,0.0,0.0,0.0,0.0
1008,0.0,0.0,0.0,0.0
1009,0.0,0.0,0.0,0.0
1010,0.0,0.0,0.0,0.0
1011,0.0,0.0,0.0,0.0
1012,0.0,0.0,0.0,0.0
1013,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0
1015,0.0,0.0,0.0,0.0
1016,0.0,0.0,0.0,0.0
1017,0.0,0.0,0.0,0.0
1018,0.0,0.0,0.0,0.0
1019,0.0,0.0,0.0,0.0
1020,0.0,0.0,0.0,0.0
1021,0.0,0.0,0.0,0.0
1022,0.0,0.0,0.0,0.0
1023,0.0,0.0,0.0,0.0
1024,0.0,0.0,0.0,0.0
1025,0.0,0.0,0.0,0.0
1026,0.0,0.0,0.0,0.0
1027,0.0,0.0,0.0,0.0
1028,0.0,0.0,0.0,0.0
1029,0.0,0.0,0.0,0.0
1030,0.0,0.0,0.0,0.0
1031,0.0,0.0,0.0,0.0
1032,0.0,0.0,0.0,0.0
1033,0.0,0.0,0.0,0.0
1034,0.0,0.0,0.0,0.0
1035,0.0,0.0,0.0,0.0
1036,0.0,0.0,0.0,0.0
1037,0.0,0.0,0.0,0.0
1038,0.0,0.0,0.0,0.0
1039,0.0,0.0,0.0,0.0
1040,0.0,0.0,0.0,0.0
1041,0.0,0.0,0.0,0.0
1042,0.0,0.0,0.0,0.0
1043,0.0,0.0,0.0,0.0
1044,0.0,0.0,0.0,0.0
1045,0.0,0.0,0.0,0.0
1046,0.0,0.0,0.0,0.0
1047,0.0,0.0,0.0,0.0
1048,0.0,0.0,0.0,0.0
1049,0.0,0.0,0.0,0.0
1050,0.0,0.0,0.0,0.0
1051,0.0,0.0,0.0,0.0
1052,0.0,0.0,0.0,0.0
1053,0.0,0.0,0.0,0.0
1054,0.0,0.0,0.0,0.0
1055,0.0,0.0,0.0,0.0
1056,0.0,0.0,0.0,0.0
1057,0.0,0.0,0.0,0.0
1058,0.0,0.0,0.0,0.0
1059,0.0,0.0,0.0,0.0
1060,0.0,0.0,0.0,0.0
1061,0.0,0.0,0.0,0.0
1062,0.0,0.0,0.0,0.0
1063,0.0,0.0,0.0,0.0
1064,0.0,0.0,0.0,0.0
1065,0.0,0.0,0.0,0.0
1066,0.0,0.0,0.0,0.0
1067,0.0,0.0,0.0,0.0
1068,0.0,0.0,0.0,0.0
1069,0.0,0.0,0.0,0.0
1070,0.0,0.0,0.0,0.0
1071,0.0,0.0,0.0,0.0
1072,0.0,0.0,0.0,0.0
1073,0.0,0.0,0.0,0.0
1074,0.0,0.0,0.0,0.0
1075,0.0,0.0,0.0,0.0
1076,0.0,0.0,0.0,0.0
1077,0.0,0.0,0.0,0.0
1078,0.0,0.0,0.0,0.0
1079,0.0,0.0,0.0,0.0
1080,0.0,0.0,0.0,0.0
1081,0.0,0.0,0.0,0.0
1082,0.0,0.0,0.0,0.0
1083,0.0,0.0,0.0,0.0
1084,0.0,0.0,0.0,0.0
1085,0.0,0.0,0.0,0.0
1086,0.0,0.0,0.0,0.0
1087,0.0,0.0,0.0,0.0
1088,0.0,0.0,0.0,0.0
1089,0.0,0.0,0.0,0.0
1090,0.0,0.0,0.0,0.0
1091,0.0,0.0,0.0,0.0
1092,0.0,0.0,0.0,0.0
1093,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0
1102,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0
1104,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1106,0.0,0.0,0.0,0.0
1107,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0
1112,0.0,0.0,0.0,0.0
1113,0.0,0.0,0.0,0.0
1114,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0
1157,0.0,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0
1159,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0
1161,0.0,0.0,0.0,0.0
1162,0.0,0.0,0.0,0.0
1163,0.0,0.0,0.0,0.0
1164,0.0,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0
1166,0.0,0.0,0.0,0.0
1167,0.0,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0
1169,0.0,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0
1172,0.0,0.0,0.0,0.0
1173,0.0,0.0,0.0,0.0
1174,0.0,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0
1176,0.0,0.0,0.0,0.0
1177,0.0,0.0,0.0,0.0
1178,0.0,0.0,0.0,0.0
1179,0.0,0.0,0.0,0.0
1180,0.0,0.0,0.0,0.0
1181,0.0,0.0,0.0,0.0
1182,0.0,0.0,0.0,0.0
1183,0.0,0.0,0.0,0.0
1184,0.0,0.0,0.0,0.0
1185,0.0,0.0,0.0,0.0
1186,0.0,0.0,0.0,0.0
1187,0.0,0.0,0.0,0.0
1188,0.0,0.0,0.0,0.0
1189,0.0,0.0,0.0,0.0
1190,0.0,0.0,0.0,0.0
1191,0.0,0.0,0.0,0.0
1192,0.0,0.0,0.0,0.0
1193,0.0,0.0,0.0,0.0
1194,0.0,0.0,0.0,0.0
1195,0.0,0.0,0.0,0.0
1196,0.0,0.0,0.0,0.0
1197,0.0,0.0,0.0,0.0
1198,0.0,0.0,0.0,0.0
1199,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0
1201,0.0,0.0,0.0,0.0
1202,0.0,0.0,0.0,0.0
1203,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1205,0.0,0.0,0.0,0.0
1206,0.0,0.0,0.0,0.0
1207,0.0,0.0,0.0,0.0
1208,0.0,0.0,0.0,0.0
1209,0.0,0.0,0.0,0.0
1210,0.0,0.0,0.0,0.0
1211,0.0,0.0,0.0,0.0
1212,0.0,0.0,0.0,0.0
1213,0.0,0.0,0.0,0.0
1214,0.0,0.0,0.0,0.0
1215,0.0,0.0,0.0,0.0
1216,0.0,0.0,0.0,0.0
1217,0.0,0.0,0.0,0.0
1218,0.0,0.0,0.0,0.0
1219,0.0,0.0,0.0,0.0
1220,0.0,0.0,0.0,0.0
1221,0.0,0.0,0.0,0.0
1222,0.0,0.0,0.0,0.0
1223,0.0,0.0,0.0,0.0
1224,0.0,0.0,0.0,0.0
1225,0.0,0.0,0.0,0.0
1226,0.0,0.0,0.0,0.0
1227,0.0,0.0,0.0,0.0
1228,0.0,0.0,0.0,0.0
1229,0.0,0.0,0.0,0.0
1230,0.0,0.0,0.0,0.0
1231,0.0,0.0,0.0,0.0
1232,0.0,0.0,0.0,0.0
1233,0.0,0.0,0.0,0.0
1234,0.0,0.0,0.0,0.0
1235,0.0,0.0,0.0,0.0
1236,0.0,0.0,0.0,0.0
1237,0.0,0.0,0.0,0.0
1238,0.0,0.0,0.0,0.0
1239,0.0,0.0,0.0,0.0
1240,0.0,0.0,0.0,0.0
1241,0.0,0.0,0.0,0.0
1242,0.0,0.0,0.0,0.0
1243,0.0,0.0,0.0,0.0
1244,0.0,0.0,0.0,0.0
1245,0.0,0.0,0.0,0.0
1246,0.0,0.0,0.0,0.0
1247,0.0,0.0,0.0,0.0
1248,0.0,0.0,0.0,0.0
1249,0.0,0.0,0.0,0.0
1250,0.0,0.0,0.0,0.0
1251,0.0,0.0,0.0,0.0
1252,0.0,0.0,0.0,0.0
1253,0.0,0.0,0.0,0.0
1254,0.0,0.0,0.0,0.0
1255,0.0,0.0,0.0,0.0
1256,0.0,0.0,0.0,0.0
1257,0.0,0.0,0.0,0.0
1258,0.0,0.0,0.0,0.0
1259,0.0,0.0,0.0,0.0
1260,0.0,0.0,0.0,0.0
1261,0.0,0.0,0.0,0.0
1262,0.0,0.0,0.0,0.0
1263,0.0,0.0,0.0,0.0
1264,0.0,0.0,0.0,0.0
1265,0.0,0.0,0.0,0.0
1266,0.0,0.0,0.0,0.0
1267,0.0,0.0,0.0,0.0
1268,0.0,0.0,0.0,0.0
